consent_key.keys,consent_key.rt,intro_key_2.keys,intro_key_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,keyTraining.keys,keyTraining.corr,keyTraining.rt,practiceloop.thisRepN,practiceloop.thisTrialN,practiceloop.thisN,practiceloop.thisIndex,practiceloop.ran,s11,s1_1,s12,s22,s13,s23,s33,s14,s24,s34,s44,s15,s25,s35,s45,s55,t11,t1_1,t12,t22,t13,t23,t33,t14,t24,t34,t44,t15,t25,t35,t45,t55,corrans,study,o11,o1_1,o12,o22,o13,o23,o33,o14,o24,o34,o44,o15,o25,o35,o45,o55,ot11,ot1_1,ot12,ot22,ot13,ot23,ot33,ot14,ot24,ot34,ot44,ot15,ot25,ot35,ot45,ot55,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,preview,key_resp_2.keys,key_resp_2.rt,key_resp.keys,key_resp.corr,key_resp.rt,testloop.thisRepN,testloop.thisTrialN,testloop.thisN,testloop.thisIndex,testloop.ran,setsize,key_resp_3.keys,key_resp_3.rt
,,,,,,,,,,,,,,,,,,,,,,,,images/42possible.bmp,images/42possible.bmp,images/42possible.bmp,,,,,,,,,,,,,,images/42possible.bmp,,,,,,,,,,,,d,possible,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,87,87,67,1,3,,
,,,,,,,,,,,,,,,,,,,,,,images/55impossible.bmp,images/55impossible.bmp,,,,,,,,,,,,,,,,images/55impossible.bmp,,,,,,,,,,,,,d,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.316705,0,88,88,45,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/05possible.bmp,images/05possible.bmp,images/05possible.bmp,images/05possible.bmp,,,,,,,,,,,,,,,images/05possible.bmp,,,,,,,d,possible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.344505,0,89,89,79,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/38possible.bmp,images/38possible.bmp,images/38possible.bmp,images/38possible.bmp,images/38possible.bmp,,,,,,,,,,,,images/38possible.bmp,,,,,s,possible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,1,0.335905,0,90,90,108,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/24possible.bmp,images/24possible.bmp,images/24possible.bmp,images/24possible.bmp,,,,,,,,,,,,,,,,images/24possible.bmp,,,,,,d,possible,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,288,288,216,144,72,0,288,216,144,72,0,288,216,144,72,0,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,1,0.320965,0,91,91,82,1,4,,
,,,,,,,,,,,,,,,,,,,,,,images/38impossible.bmp,images/38impossible.bmp,,,,,,,,,,,,,,,images/38impossible.bmp,,,,,,,,,,,,,,s,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.394075,0,92,92,36,1,2,,
,,,,,,,,,,,,,,,,,,,,,,images/55impossible.bmp,images/55impossible.bmp,,,,,,,,,,,,,,,,images/55impossible.bmp,,,,,,,,,,,,,s,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.844055,0,93,93,39,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/44possible.bmp,images/44possible.bmp,images/44possible.bmp,images/44possible.bmp,images/44possible.bmp,,,,,,,,,,,,,,images/44possible.bmp,,,d,possible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.314015,0,94,94,116,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,images/38possible.bmp,images/38possible.bmp,images/38possible.bmp,,,,,,,,,,,,,,,images/38possible.bmp,,,,,,,,,,,d,possible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.34779,0,95,95,66,1,3,,
,,,,,,,,,,,,,,,,,,,,,,,,images/42possible.bmp,images/42possible.bmp,images/42possible.bmp,,,,,,,,,,,,,,,,images/42possible.bmp,,,,,,,,,,s,possible,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,1,0.326455,0,96,96,61,1,3,,
,,,,,,,,,,,,,,,,,,,,,,images/44impossible.bmp,images/44impossible.bmp,,,,,,,,,,,,,,,images/44impossible.bmp,,,,,,,,,,,,,,s,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,3.216315,0,97,97,38,1,2,,
,,,,,,,,,,,,,,,,,,,,images/22impossible.bmp,,,,,,,,,,,,,,,,images/22impossible.bmp,,,,,,,,,,,,,,,,d,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,98,98,9,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/25possible.bmp,images/25possible.bmp,images/25possible.bmp,images/25possible.bmp,,,,,,,,,,,,,,images/25possible.bmp,,,,,,,,d,possible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.3366,0,99,99,83,1,4,,
,,,,,,,,,,,,,,,,,,,,images/24impossible.bmp,,,,,,,,,,,,,,,,images/24impossible.bmp,,,,,,,,,,,,,,,,d,impossible,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,288,288,216,144,72,0,288,216,144,72,0,288,216,144,72,0,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,100,100,10,1,1,,
,,,,,,,,,,,,,,,,,,,,,,images/69impossible.bmp,images/69impossible.bmp,,,,,,,,,,,,,,,,images/69impossible.bmp,,,,,,,,,,,,,d,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,101,101,47,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,,,,,,,,,,,,,images/03impossible.bmp,,,,s,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,102,102,96,1,5,,
,,,,,,,,,,,,,,,,,,,,,images/44possible.bmp,,,,,,,,,,,,,,,,images/44possible.bmp,,,,,,,,,,,,,,,d,possible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.247705,0,103,103,20,1,1,,
,,,,,,,,,,,,,,,,,,,,images/69possible.bmp,,,,,,,,,,,,,,,,images/69possible.bmp,,,,,,,,,,,,,,,,d,possible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.37758,0,104,104,23,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/03possible.bmp,images/03possible.bmp,images/03possible.bmp,images/03possible.bmp,,,,,,,,,,,,,,images/03possible.bmp,,,,,,,,s,possible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,1,0.3391,0,105,105,72,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/55impossible.bmp,images/55impossible.bmp,images/55impossible.bmp,images/55impossible.bmp,,,,,,,,,,,,,,,,images/55impossible.bmp,,,,,,d,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.38538,0,106,106,93,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/65impossible.bmp,images/65impossible.bmp,images/65impossible.bmp,images/65impossible.bmp,,,,,,,,,,,,,,,images/65impossible.bmp,,,,,,,s,impossible,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.31925,0,107,107,88,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/69impossible.bmp,images/69impossible.bmp,images/69impossible.bmp,images/69impossible.bmp,,,,,,,,,,,,,,,,images/69impossible.bmp,,,,,,s,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.25419,0,108,108,89,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/55impossible.bmp,images/55impossible.bmp,images/55impossible.bmp,images/55impossible.bmp,,,,,,,,,,,,,,images/55impossible.bmp,,,,,,,,s,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.591775,0,109,109,87,1,4,,
,,,,,,,,,,,,,,,,,,,,,images/25impossible.bmp,,,,,,,,,,,,,,,,images/25impossible.bmp,,,,,,,,,,,,,,,d,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,1,0.28211,0,110,110,11,1,1,,
,,,,,,,,,,,,,,,,,,,,images/25impossible.bmp,,,,,,,,,,,,,,,,images/25impossible.bmp,,,,,,,,,,,,,,,,s,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,1,0.360135,0,111,111,5,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,,,,,,,,,,,,,,,images/65possible.bmp,,s,possible,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,0,0.27247,0,112,112,112,1,5,,
,,,,,,,,,,,,,,,,,,,,,images/08impossible.bmp,,,,,,,,,,,,,,,,images/08impossible.bmp,,,,,,,,,,,,,,,s,impossible,288,288,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,288,216,144,72,0,288,216,144,72,0,288,216,144,72,0,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,113,113,2,1,1,,
,,,,,,,,,,,,,,,,,,,,,,images/24possible.bmp,images/24possible.bmp,,,,,,,,,,,,,,,images/24possible.bmp,,,,,,,,,,,,,,d,possible,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,288,288,216,144,72,0,288,216,144,72,0,288,216,144,72,0,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,114,114,34,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,,,,,,,,,,,,,,,,images/03impossible.bmp,d,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,1,0.28848,0,115,115,102,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/05impossible.bmp,images/05impossible.bmp,images/05impossible.bmp,images/05impossible.bmp,images/05impossible.bmp,,,,,,,,,,,,,,,images/05impossible.bmp,,s,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,116,116,97,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,images/44impossible.bmp,images/44impossible.bmp,images/44impossible.bmp,images/44impossible.bmp,,,,,,,,,,,,,images/44impossible.bmp,,,,,,,,,d,impossible,216,216,144,72,0,288,216,144,72,0,288,216,144,72,0,288,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,s,0,0.294475,0,117,117,92,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,images/03impossible.bmp,images/03impossible.bmp,images/03impossible.bmp,,,,,,,,,,,,,,,images/03impossible.bmp,,,,,,,,,,,d,impossible,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,0,0,288,216,144,72,0,288,216,144,72,0,288,216,144,72,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,0,,0,118,118,54,1,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,images/65possible.bmp,,,,,,,,,,,,,images/65possible.bmp,,,,d,possible,144,144,72,0,288,216,144,72,0,288,216,144,72,0,288,216,72,72,0,288,216,144,72,0,288,216,144,72,0,288,216,144,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,d,1,0.30367,0,119,119,118,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb9b9cfb3939c0dc7b8ee43,0ih4u4wlmebp,2021-03-08_08h59.14.448,Impossible2021,2020.1.3,Win32,60,60462d2f8138f40887a79fc4,1,,,,,,,,,,,,k,2.056225
